neg,neu,pos,compound,eid,pii
0.032,0.88,0.087,0.9998,2-s2.0-0015948212,47248474901961
0.053,0.896,0.051,0.1179,2-s2.0-3042760344,S0047248404000387
0.008,0.89,0.102,0.9919,2-s2.0-0009857359,S0047248484710311
0.077,0.831,0.092,0.9923,2-s2.0-84927695933,S0047248414001225
0.0,0.955,0.045,0.9393,2-s2.0-0029539139,S0047248485710640
0.047,0.874,0.079,0.9998,2-s2.0-17644397475,S004724840500031X
0.026,0.922,0.052,0.9991,2-s2.0-50849101032,S0047248408001024
0.032,0.88,0.088,0.9998,2-s2.0-0000796147,004724849190093B
0.016,0.931,0.052,0.9999,2-s2.0-0025595756,004724849090011Y
0.033,0.887,0.081,0.9999,2-s2.0-85071124618,S0047248418304305
0.038,0.897,0.065,0.9989,2-s2.0-13444259382,S004724840400140X
0.026,0.914,0.06,0.9995,2-s2.0-84945263965,S0047248415002158
0.029,0.891,0.079,0.9998,2-s2.0-85044354467,S0047248417304682
0.034,0.884,0.082,0.9996,2-s2.0-85027230381,S0047248417303147
0.043,0.912,0.044,0.4962,2-s2.0-0017565786,S0047248477800961
0.013,0.946,0.04,0.9136,2-s2.0-0033253980,S0047248499903664
0.014,0.886,0.1,0.9999,2-s2.0-84923566893,S0047248415000020
0.029,0.913,0.057,0.9952,2-s2.0-18244408779,S0047248485800828
0.02,0.919,0.06,0.9995,2-s2.0-84944175685,S0047248415000470
0.011,0.929,0.06,0.9887,2-s2.0-0032458874,S0047248498902524
0.028,0.929,0.043,0.9924,2-s2.0-0017353549,S0047248477800432
0.042,0.896,0.062,0.9995,2-s2.0-85052108875,S0047248417303901
0.028,0.922,0.05,0.9996,2-s2.0-85094623555,S0047248420301603
0.007,0.926,0.067,0.9985,2-s2.0-79956080836,S004724841100056X
0.033,0.859,0.108,1.0,2-s2.0-80051473103,S0047248411001072
0.01,0.928,0.063,0.9977,2-s2.0-84906942275,S0047248414001419
0.034,0.9,0.066,0.9999,2-s2.0-84893722530,S0047248413002455
0.018,0.93,0.052,0.9998,2-s2.0-85015440945,S0047248417300507
0.034,0.903,0.063,0.9995,2-s2.0-84860388944,S0047248411001588
0.0,0.929,0.071,0.9393,2-s2.0-0041973400,S0047248484710487
0.02,0.886,0.094,0.9999,2-s2.0-84891664376,S0047248413002005
0.035,0.889,0.076,0.9998,2-s2.0-33646204054,S0047248405002307
0.018,0.917,0.065,0.9959,2-s2.0-0001440880,004724849290089R
0.03,0.916,0.054,0.9871,2-s2.0-1542521132,004724847990071X
0.027,0.923,0.05,0.999,2-s2.0-0025595486,004724849090064I
0.023,0.909,0.069,0.9998,2-s2.0-85019014833,S004724841730115X
0.013,0.935,0.053,0.9938,2-s2.0-0343776956,S0047248499903408
0.079,0.841,0.08,-0.957,2-s2.0-33745947415,S0047248406000030
0.03,0.902,0.068,0.9984,2-s2.0-0006252762,S004724848680046X
0.074,0.849,0.077,0.5325,2-s2.0-58149366587,S0047248485800890
0.055,0.875,0.071,0.9807,2-s2.0-0346649198,S0047248482801048
0.033,0.912,0.055,0.9872,2-s2.0-0005693398,004724849190096E
0.018,0.918,0.065,0.9995,2-s2.0-50849129886,S0047248408001073
0.049,0.875,0.076,0.9967,2-s2.0-25644450721,S0047248481800103
0.018,0.921,0.061,0.9995,2-s2.0-55949131416,S0047248408001589
0.03,0.829,0.141,0.9999,2-s2.0-14844339750,004724849190055Z
0.028,0.903,0.069,0.9998,2-s2.0-85058426608,S0047248418302793
0.047,0.862,0.091,0.9991,2-s2.0-0017282867,47248476901044
0.02,0.931,0.049,0.8934,2-s2.0-0032185340,S0047248498902573
0.011,0.948,0.041,0.9834,2-s2.0-0142052191,S0047248499903263
0.023,0.936,0.041,0.9978,2-s2.0-78650897469,S0047248410002071
0.013,0.919,0.069,0.9647,2-s2.0-0027382568,S004724848371033X
0.037,0.889,0.074,0.9995,2-s2.0-10244245010,S0047248404001241
0.049,0.858,0.093,0.9963,2-s2.0-0017608154,S0047248477800936
0.035,0.81,0.155,1.0,2-s2.0-0000307615,S0047248486800276
0.015,0.905,0.08,1.0,2-s2.0-48349130345,S0047248408000377
0.025,0.862,0.112,1.0,2-s2.0-85060206762,S0047248418301015
0.041,0.875,0.084,0.9997,2-s2.0-85021003897,S0047248416302196
0.033,0.854,0.113,0.9988,2-s2.0-0021612237,S0047248484800354
0.039,0.9,0.06,0.999,2-s2.0-0016717489,47248475900226
0.04,0.875,0.085,0.9983,2-s2.0-0018257565,S0047-2484(78)80066-9
0.075,0.851,0.074,-0.9529,2-s2.0-85047855475,S0047248417304840
0.032,0.9,0.068,0.9991,2-s2.0-0016743629,47248475900676
0.044,0.879,0.077,0.9997,2-s2.0-84856518799,S0047248411002259
0.024,0.916,0.059,0.9998,2-s2.0-84921653207,S0047248414002632
0.004,0.908,0.088,0.999,2-s2.0-85006804928,S0047248416301610
0.015,0.88,0.104,0.9999,2-s2.0-84984639518,S0047248416300902
0.016,0.936,0.048,0.9915,2-s2.0-0019818439,S004724848180098X
0.038,0.872,0.09,1.0,2-s2.0-84986266470,S0047248416300847
0.047,0.867,0.086,0.9987,2-s2.0-34548528325,S0047248407001327
0.041,0.895,0.065,0.9996,2-s2.0-84875893271,S0047248413000080
0.04,0.845,0.115,0.991,2-s2.0-0029500906,S0047248485710494
0.03,0.892,0.077,0.9998,2-s2.0-23844516092,S0047248405000679
0.024,0.899,0.076,0.9993,2-s2.0-0018099848,S0047248478800360
0.015,0.923,0.061,0.9999,2-s2.0-84921656314,S004724841400253X
0.056,0.883,0.061,0.8615,2-s2.0-0018574921,47248479900150
0.031,0.924,0.046,0.9882,2-s2.0-34248550558,S0047248407000188
0.02,0.917,0.062,0.9995,2-s2.0-0020531590,S0047248483800165
0.052,0.899,0.049,-0.9937,2-s2.0-85070498383,S0047248418303750
0.08,0.862,0.058,-0.997,2-s2.0-49649130723,47248472900152
0.01,0.922,0.068,0.9996,2-s2.0-84865531047,S0047248412000929
0.013,0.954,0.032,0.926,2-s2.0-0034492807,S0047248400904433
0.12,0.826,0.055,-0.9999,2-s2.0-77957656488,S0047248410001430
0.022,0.911,0.067,0.996,2-s2.0-0021225491,S0047248484800640
0.015,0.944,0.041,0.9998,2-s2.0-85098137562,S004724842030169X
0.024,0.935,0.041,0.9993,2-s2.0-84885386449,S0047248413001413
0.024,0.875,0.101,0.9991,2-s2.0-85046703907,S0047248416302251
0.053,0.872,0.075,0.9957,2-s2.0-0021634241,S0047248484800093
0.015,0.93,0.055,0.9925,2-s2.0-0036671393,S0047248402905750
0.062,0.836,0.103,0.9994,2-s2.0-0022260319,S0047248485800038
0.087,0.824,0.089,0.9549,2-s2.0-84937969496,S0047248415001372
0.035,0.89,0.075,0.9977,2-s2.0-70449707116,S0047248409001523
0.03,0.887,0.084,0.9993,2-s2.0-80053384001,S0047248411001618
0.054,0.887,0.059,-0.0422,2-s2.0-2442675035,S0047248404000144
0.016,0.906,0.079,0.9859,2-s2.0-0028591880,S0047248484710347
0.021,0.921,0.057,0.9998,2-s2.0-84926214607,S0047248414001766
0.024,0.922,0.055,0.997,2-s2.0-0017847014,S0047248478800049
0.01,0.906,0.085,0.9995,2-s2.0-84877681648,S0047248413000717
0.017,0.918,0.065,0.9998,2-s2.0-85044347546,S0047248418300605
0.0,0.939,0.061,0.9186,2-s2.0-0001214439,S0047248496900433
0.011,0.934,0.054,0.9981,2-s2.0-0000238435,47248480900627
0.026,0.887,0.088,0.9999,2-s2.0-84898055751,S0047248414000177
0.019,0.892,0.088,0.9337,2-s2.0-0033129384,S0047248499902920
0.027,0.896,0.077,0.9999,2-s2.0-79957985334,S0047248411000662
0.027,0.903,0.07,0.9998,2-s2.0-84865570295,S0047248412000991
0.045,0.867,0.087,0.9741,2-s2.0-58149370689,S0047248483800098
0.038,0.881,0.081,0.9998,2-s2.0-0002311675,S004724848280033X
0.065,0.859,0.076,0.9994,2-s2.0-34247566656,S0047248407000425
0.021,0.912,0.067,1.0,2-s2.0-84969974186,S0047248416300057
0.037,0.863,0.1,0.9999,2-s2.0-84964670038,S0047248416000452
0.049,0.879,0.072,0.9992,2-s2.0-67649605380,S0047248408001619
0.032,0.904,0.064,0.9973,2-s2.0-0016157152,47248474901833
0.03,0.872,0.097,0.9999,2-s2.0-84973483306,S0047248416300112
0.026,0.907,0.067,0.9999,2-s2.0-85085551825,S0047248420300506
0.02,0.899,0.081,0.9989,2-s2.0-19944388957,S0047248405000291
0.017,0.88,0.102,1.0,2-s2.0-84928702733,S0047248414002371
0.028,0.893,0.079,0.9999,2-s2.0-85034600986,S0047248417304050
0.023,0.935,0.042,0.9716,2-s2.0-0031205913,S0047248497901548
0.016,0.93,0.054,0.9999,2-s2.0-85090552259,S0047248420301317
0.05,0.87,0.08,0.9998,2-s2.0-0024928176,47248489900183
0.019,0.903,0.079,0.9998,2-s2.0-0025598404,47248490900213
0.031,0.864,0.105,1.0,2-s2.0-84887610710,S0047248413001917
0.035,0.873,0.092,0.9999,2-s2.0-85032484361,S0047248416301580
0.006,0.949,0.045,0.9896,2-s2.0-0036925240,S0047248402906081
0.013,0.95,0.037,0.9893,2-s2.0-0018575968,47248479900691
0.025,0.882,0.094,0.9999,2-s2.0-0037868153,S0047248403000289
0.017,0.894,0.089,1.0,2-s2.0-85062397145,S0047248418301106
0.02,0.922,0.058,0.9997,2-s2.0-58549110644,S0047248408001863
0.014,0.936,0.05,0.9231,2-s2.0-0030638738,S0047248496900937
0.022,0.885,0.093,0.9999,2-s2.0-61749096127,S0047248409000220
0.037,0.877,0.086,0.9992,2-s2.0-10744224679,S0047248403001027
0.013,0.913,0.074,0.9618,2-s2.0-0028870878,S0047248485710354
0.018,0.902,0.08,0.9999,2-s2.0-1342290021,S0047248403001477
0.013,0.936,0.05,0.9999,2-s2.0-0024581337,004724848990050X
0.023,0.92,0.057,0.999,2-s2.0-0018774464,47248479900812
0.04,0.904,0.056,0.9889,2-s2.0-0034042176,S0047248499903809
0.022,0.892,0.086,0.9995,2-s2.0-38349144585,S0047248407001388
0.021,0.908,0.07,0.9998,2-s2.0-0024895849,47248489901012
0.112,0.816,0.072,-0.9999,2-s2.0-78649476641,S0047248410001867
0.031,0.892,0.078,0.9999,2-s2.0-34247618666,S004724840700036X
0.03,0.904,0.066,0.9996,2-s2.0-79957990296,S0047248411000674
0.018,0.885,0.097,1.0,2-s2.0-84952894657,S004724841500247X
0.131,0.808,0.061,-1.0,2-s2.0-84864566883,S0047248411001989
0.045,0.886,0.069,0.9998,2-s2.0-85100516453,S0047248421000014
0.016,0.946,0.037,0.9787,2-s2.0-0035983989,S0047248402905592
0.021,0.904,0.075,0.9957,2-s2.0-0021717781,S0047248484800251
0.027,0.922,0.051,0.9511,2-s2.0-0018118496,S0047-2484(78)80092-X
0.024,0.902,0.074,0.9998,2-s2.0-56349106939,S0047248408001930
0.025,0.892,0.083,0.9988,2-s2.0-0017652450,S0047248477801371
0.026,0.94,0.034,0.9517,2-s2.0-0033507716,S0047248499903366
0.064,0.841,0.095,0.9986,2-s2.0-58149404039,S0047248482800249
0.021,0.907,0.072,0.9999,2-s2.0-85029544706,S0047248417303500
0.061,0.849,0.09,0.9989,2-s2.0-45349110523,47248489900195
0.039,0.863,0.097,0.9963,2-s2.0-0016159263,47248474902073
0.023,0.819,0.158,0.9993,2-s2.0-51349120943,S0047248408001176
0.008,0.934,0.058,0.9682,2-s2.0-0028880249,S0047248485710342
0.018,0.898,0.084,0.9999,2-s2.0-85076246391,S0047248418303592
0.056,0.894,0.049,-0.9976,2-s2.0-85028612443,S0047248417303445
0.033,0.898,0.069,0.9998,2-s2.0-84920619458,S0047248414000566
0.02,0.907,0.073,0.9999,2-s2.0-84994514646,S0047248416301129
0.017,0.913,0.07,0.9996,2-s2.0-0025994525,004724849190021M
0.024,0.916,0.061,0.9996,2-s2.0-48349104729,S0047248408000419
0.013,0.886,0.101,0.9978,2-s2.0-0039732059,004724849090074L
0.027,0.912,0.06,0.9995,2-s2.0-84858078005,S0047248411000789
0.003,0.863,0.134,0.9974,2-s2.0-58149371536,S0047248486800148
0.038,0.867,0.095,0.9999,2-s2.0-77955846248,S0047248410000722
0.066,0.885,0.049,-0.9844,2-s2.0-0021227080,S004724848480041X
0.048,0.828,0.124,0.988,2-s2.0-0028827942,S0047248485710196
0.023,0.918,0.059,0.9994,2-s2.0-0000061297,47248487900728
0.097,0.831,0.072,-0.9999,2-s2.0-38249023281,47248489900341
0.034,0.879,0.087,0.9991,2-s2.0-24044455747,S0047248405000680
0.056,0.841,0.104,0.9999,2-s2.0-85015375060,S0047248417300052
0.046,0.897,0.056,-0.7264,2-s2.0-45449122658,0047-2484(88)90066-8
0.034,0.904,0.062,0.9998,2-s2.0-85096957947,S0047248420301706
0.016,0.947,0.037,0.9887,2-s2.0-0034751099,S0047248401904877
0.022,0.935,0.043,0.9994,2-s2.0-0024196455,004724848890084X
0.013,0.942,0.045,0.9992,2-s2.0-79952359805,S0047248410000667
0.034,0.888,0.078,0.9999,2-s2.0-85006725805,S0047248416301312
0.0,0.949,0.051,0.9393,2-s2.0-0001899155,S0047248498902421
0.024,0.924,0.053,0.9995,2-s2.0-70449722775,S0047248409001535
0.027,0.898,0.075,0.9999,2-s2.0-85094559187,S0047248420301585
0.019,0.951,0.03,0.9744,2-s2.0-0035544221,S0047248401905159
0.032,0.889,0.079,0.9996,2-s2.0-33646311077,47248472901169
0.025,0.914,0.061,0.9999,2-s2.0-85104056945,S0047248421000385
0.026,0.927,0.047,0.9931,2-s2.0-0016256038,47248474902024
0.06,0.872,0.068,0.9028,2-s2.0-0000631223,0047-2484(87)90005-4
0.023,0.896,0.08,0.9999,2-s2.0-85068712936,S0047248418302069
0.026,0.907,0.067,0.9998,2-s2.0-70450225252,S0047248409001237
0.015,0.938,0.047,0.9996,2-s2.0-85101106854,S0047248421000038
0.041,0.868,0.091,0.9998,2-s2.0-84971663963,S0047248416300082
0.029,0.902,0.069,0.9996,2-s2.0-84875888845,S0047248413000146
0.029,0.916,0.055,0.891,2-s2.0-0000663324,S004724848471030X
0.061,0.875,0.064,-0.5106,2-s2.0-0018609719,004724847990109X
0.036,0.884,0.08,0.9986,2-s2.0-0346274920,S0047248403001271
0.017,0.932,0.051,0.9999,2-s2.0-85090017781,S0047248420301287
0.039,0.888,0.072,0.9949,2-s2.0-69549114437,S0047248409000426
0.006,0.929,0.066,0.9987,2-s2.0-0033226344,S0047248499903433
0.027,0.92,0.052,0.9987,2-s2.0-13444279926,S0047248404001411
0.039,0.83,0.131,1.0,2-s2.0-84896702195,S004724841400013X
0.031,0.817,0.152,0.9999,2-s2.0-43049087048,S0047248407002072
0.024,0.893,0.083,0.9999,2-s2.0-85065737805,S0047248418301350
0.049,0.871,0.08,0.9995,2-s2.0-84864533212,S0047248411002235
0.021,0.87,0.109,1.0,2-s2.0-84960117492,S0047248416000038
0.03,0.9,0.07,0.9998,2-s2.0-0027101129,004724849290049F
0.018,0.905,0.077,0.9999,2-s2.0-0037305717,S0047248402001665
0.035,0.911,0.055,0.9989,2-s2.0-38249036765,47248487900753
0.014,0.916,0.071,0.9999,2-s2.0-84921781071,S0047248414002577
0.057,0.857,0.086,0.9996,2-s2.0-85032925367,S0047248417303469
0.037,0.87,0.093,0.9998,2-s2.0-79956153840,S0047248411000571
0.025,0.897,0.078,0.9995,2-s2.0-0015849522,47248473900602
0.013,0.933,0.055,0.9991,2-s2.0-49649142033,004724847290005X
0.016,0.871,0.114,0.9997,2-s2.0-0019856412,S0047248481800929
0.043,0.871,0.086,0.9936,2-s2.0-0017599315,S0047248477801218
0.019,0.946,0.035,0.9998,2-s2.0-85087770650,S0047248420300750
0.011,0.935,0.053,0.9985,2-s2.0-85082533792,S0047248420300300
0.021,0.906,0.073,0.9999,2-s2.0-22544440850,S0047248405000497
0.023,0.91,0.068,0.9931,2-s2.0-0032052975,S0047248497902098
0.057,0.855,0.087,0.9982,2-s2.0-0016317030,47248474900062
0.042,0.884,0.074,0.9991,2-s2.0-84887611005,S0047248413001887
0.011,0.908,0.081,0.9985,2-s2.0-0020396187,S0047248482801024
0.062,0.851,0.086,0.9979,2-s2.0-33748882685,S0047248406001163
0.034,0.869,0.098,0.9977,2-s2.0-0016790905,0047-2484(75)90140-2
0.045,0.884,0.071,0.9949,2-s2.0-0022415140,S0047248485800956
0.033,0.933,0.034,0.4215,2-s2.0-0031064899,S0047248496901074
0.033,0.861,0.106,0.9999,2-s2.0-85044325834,S0047248417303652
0.019,0.901,0.08,0.9999,2-s2.0-84995592259,S0047248416301294
0.015,0.918,0.067,1.0,2-s2.0-85028567708,S0047248417303202
0.021,0.905,0.074,0.9995,2-s2.0-84870062608,S0047248412001601
0.022,0.93,0.048,0.9997,2-s2.0-70450222534,S0047248409000888
0.029,0.922,0.049,0.9975,2-s2.0-22544475569,S0047248405000643
0.022,0.901,0.077,0.9995,2-s2.0-38249033304,47248487900704
0.039,0.909,0.052,0.948,2-s2.0-0004754560,47248473900985
0.021,0.881,0.097,1.0,2-s2.0-84944147064,S0047248415001827
0.01,0.913,0.077,0.9999,2-s2.0-78650899553,S004724841000206X
0.038,0.895,0.067,0.9998,2-s2.0-84966270080,S004724841630001X
0.037,0.897,0.066,0.9996,2-s2.0-36549073175,S0047248407001170
0.026,0.906,0.068,0.9985,2-s2.0-84875906786,S0047248413000687
0.016,0.933,0.051,0.9972,2-s2.0-0032172097,S0047248498902548
0.043,0.867,0.091,0.9993,2-s2.0-0345086794,47248472901145
0.034,0.881,0.084,0.9999,2-s2.0-4444312901,S0047248404000892
0.029,0.914,0.057,0.9988,2-s2.0-0344296792,S0047248482800377
0.024,0.908,0.067,0.9999,2-s2.0-85075213334,S0047248418303506
0.041,0.903,0.056,0.9957,2-s2.0-0025207291,004724849090050L
0.029,0.889,0.082,0.9999,2-s2.0-84952941684,S0047248415002134
0.021,0.912,0.067,0.9992,2-s2.0-50849089980,S0047248408001048
0.05,0.833,0.117,0.9999,2-s2.0-0020397220,S0047248482801073
0.026,0.898,0.076,0.9997,2-s2.0-0002513988,004724849190042T
0.026,0.938,0.036,0.9984,2-s2.0-33845510092,S0047248406001564
0.021,0.906,0.073,0.9983,2-s2.0-0022262062,S0047248485800452
0.023,0.914,0.063,0.9978,2-s2.0-84863394348,S004724841200019X
0.027,0.904,0.07,0.969,2-s2.0-0028837871,S004724848571024X
0.016,0.925,0.059,0.9999,2-s2.0-85082427434,S0047248420300087
0.019,0.913,0.069,0.9998,2-s2.0-85032463585,S0047248417303214
0.059,0.835,0.106,0.9993,2-s2.0-85002134602,S0047248416301282
0.027,0.864,0.109,0.9999,2-s2.0-67349242271,S0047248409000037
0.027,0.874,0.099,0.9999,2-s2.0-84881614253,S0047248413001346
0.006,0.967,0.027,0.9912,2-s2.0-0031064141,S0047248496901062
0.023,0.92,0.057,0.9999,2-s2.0-85066271982,S004724841830349X
0.04,0.89,0.07,0.9987,2-s2.0-33947371308,S0047248406002077
0.01,0.919,0.071,0.9988,2-s2.0-38849084706,S0047248407002199
0.092,0.799,0.109,0.9851,2-s2.0-0018965057,47248480900172
0.018,0.829,0.153,0.9959,2-s2.0-0030467208,S0047248496900366
0.025,0.929,0.046,0.9819,2-s2.0-0032029585,S0047248497901925
0.03,0.915,0.055,0.9998,2-s2.0-85084133669,S0047248420300592
0.022,0.905,0.073,0.9998,2-s2.0-84957725271,S0047248415001098
0.019,0.882,0.099,0.9999,2-s2.0-23844442098,S0047248405000655
0.031,0.898,0.071,0.9946,2-s2.0-49149144473,47248480900871
0.019,0.913,0.068,0.9992,2-s2.0-0020359913,S0047-2484(82)80001-8
0.016,0.933,0.051,0.9967,2-s2.0-0018745617,47248479900605
0.026,0.893,0.081,0.9999,2-s2.0-85054832512,S0047248418301192
0.021,0.908,0.071,0.9999,2-s2.0-85050374231,S0047248417301045
0.04,0.89,0.07,0.9997,2-s2.0-0001220290,47248474900189
0.017,0.909,0.074,0.9903,2-s2.0-58149408348,S0047248477800018
0.072,0.855,0.072,0.2329,2-s2.0-0028573386,S0047248484710384
0.037,0.903,0.06,0.9995,2-s2.0-1942466327,S0047248404000168
0.013,0.925,0.061,0.9998,2-s2.0-84973325965,S0047248416300240
0.084,0.848,0.067,-0.9877,2-s2.0-0009569755,S0047248485800014
0.006,0.948,0.045,0.992,2-s2.0-0034490652,S0047248400904366
0.014,0.911,0.076,0.9999,2-s2.0-84952927906,S0047248415002122
0.055,0.882,0.064,0.9235,2-s2.0-0039243494,47248472900607
0.004,0.913,0.083,0.9944,2-s2.0-64649105294,S0047248408002388
0.042,0.864,0.094,0.9995,2-s2.0-85019002981,S0047248417301100
0.0,0.943,0.057,0.8807,2-s2.0-0001214435,S0047248496900809
0.035,0.87,0.095,0.999,2-s2.0-84899093027,S0047248414000360
0.007,0.932,0.061,0.9648,2-s2.0-0027388704,S0047248483710225
0.039,0.894,0.067,0.9965,2-s2.0-84973530112,S0047248416300094
0.034,0.897,0.069,0.9994,2-s2.0-84864572185,S0047248412000401
0.023,0.892,0.085,0.9891,2-s2.0-58149411454,S0047248477800389
0.019,0.912,0.069,0.9999,2-s2.0-85046767467,S0047248417302452
0.025,0.931,0.044,0.9428,2-s2.0-0031184461,S0047248497901421
0.044,0.895,0.062,0.9996,2-s2.0-84856511761,S0047248411002223
0.04,0.874,0.086,0.9899,2-s2.0-0017364110,S0047248477801127
0.026,0.898,0.076,0.9965,2-s2.0-0034936701,S0047248401904725
0.045,0.857,0.099,0.9994,2-s2.0-0016354380,47248474900074
0.027,0.917,0.057,0.9942,2-s2.0-0032071354,S0047248498902159
0.015,0.844,0.141,1.0,2-s2.0-77149147106,S0047248409002231
0.01,0.889,0.101,0.9998,2-s2.0-0015885006,47248473900614
0.015,0.923,0.061,0.9994,2-s2.0-0018175009,S0047248478800931
0.0,0.934,0.066,0.9814,2-s2.0-0027881464,S0047248483710419
0.027,0.916,0.058,0.9974,2-s2.0-84896722598,S0047248414000049
0.023,0.91,0.067,0.9998,2-s2.0-84867457904,S004724841200139X
0.024,0.899,0.077,0.9996,2-s2.0-0010109057,S0047248486800719
0.084,0.859,0.057,-0.9991,2-s2.0-77953543785,S004724841000062X
0.012,0.964,0.023,0.9432,2-s2.0-0034906810,S004724840190483X
0.086,0.867,0.047,-0.9995,2-s2.0-85062181001,S0047248418303117
0.036,0.886,0.079,0.9998,2-s2.0-0013584193,0047-2484(89)90089-4
0.004,0.924,0.072,0.9979,2-s2.0-0035997874,S0047248401905421
0.03,0.914,0.056,0.9994,2-s2.0-33748936304,S0047248406001175
0.02,0.881,0.099,0.9989,2-s2.0-0018165880,S0047248478800177
0.035,0.9,0.066,0.9867,2-s2.0-49249144350,47248479901106
0.1,0.863,0.037,-0.9957,2-s2.0-0021209512,S0047248484800135
0.016,0.882,0.102,0.9992,2-s2.0-0021795507,S0047248485800464
0.021,0.867,0.112,0.9999,2-s2.0-33845475830,S0047248406001552
0.024,0.91,0.066,0.9994,2-s2.0-79952362804,S0047248410001715
0.04,0.89,0.07,0.9997,2-s2.0-33847034067,S0047248406001801
0.128,0.821,0.051,-0.9828,2-s2.0-0000885614,S0047248483710481
0.071,0.896,0.033,-0.9939,2-s2.0-58149405555,S0047248482800341
0.024,0.926,0.05,0.9998,2-s2.0-84921726735,S0047248414002516
0.003,0.969,0.028,0.9559,2-s2.0-0036008148,S004724840190524X
0.042,0.895,0.063,0.9998,2-s2.0-79955474661,S0047248411000510
0.009,0.921,0.07,0.9945,2-s2.0-0017334730,S0047248477801279
0.019,0.868,0.114,1.0,2-s2.0-0017251650,47248476900208
0.026,0.919,0.055,0.9906,2-s2.0-0035073102,S004724840090455X
0.028,0.872,0.1,0.9996,2-s2.0-33746237748,S0047248406001047
0.027,0.919,0.054,0.9997,2-s2.0-85084035924,S0047248420300361
0.035,0.884,0.081,0.997,2-s2.0-0017645029,S0047248477800468
0.03,0.899,0.071,0.9958,2-s2.0-0033226728,S0047248499903147
0.032,0.89,0.078,0.9998,2-s2.0-84879127827,S0047248413000961
0.016,0.854,0.13,0.9997,2-s2.0-58149368581,S0047248483801328
0.025,0.905,0.07,0.9998,2-s2.0-85020901689,S0047248417302130
0.02,0.907,0.072,0.9999,2-s2.0-84937967186,S0047248415001542
0.008,0.91,0.082,0.9595,2-s2.0-0001573485,S004724849690010X
0.01,0.976,0.014,0.8481,2-s2.0-0034091232,S0047248499903901
0.022,0.919,0.059,0.9999,2-s2.0-85058646392,S0047248418302008
0.024,0.82,0.156,0.9984,2-s2.0-0032194745,S0047248498902342
0.0,0.91,0.09,0.9866,2-s2.0-0030466951,S004724849690055X
0.049,0.873,0.078,0.992,2-s2.0-0242494287,S0047248403001210
0.016,0.932,0.053,1.0,2-s2.0-85068038631,S0047248418302458
0.034,0.868,0.098,0.9999,2-s2.0-84870058498,S0047248412001637
0.015,0.896,0.089,0.9999,2-s2.0-84920394089,S0047248414002280
0.012,0.932,0.056,0.9998,2-s2.0-85064223321,S0047248418303567
0.033,0.922,0.045,0.9783,2-s2.0-0020064647,S004724848280050X
0.025,0.902,0.073,0.9821,2-s2.0-0033136646,S0047248498902895
0.022,0.899,0.078,0.9975,2-s2.0-0020416488,S0047248482801012
0.04,0.876,0.084,0.9998,2-s2.0-0009922531,S0047248485800063
0.013,0.94,0.047,0.9919,2-s2.0-34447494798,S004724848380164X
0.012,0.916,0.072,0.9996,2-s2.0-0017714699,S0047248477800080
0.029,0.902,0.069,0.9995,2-s2.0-77954218799,S0047248410000850
0.04,0.892,0.068,0.9996,2-s2.0-84860323611,S0047248412000358
0.02,0.918,0.061,0.9999,2-s2.0-85048711638,S0047248417305134
0.033,0.878,0.089,0.9997,2-s2.0-84860389220,S0047248411001643
0.021,0.899,0.081,0.9984,2-s2.0-0015951718,004724847490195X
0.018,0.947,0.035,0.9908,2-s2.0-0032098253,S0047248498902196
0.016,0.9,0.084,1.0,2-s2.0-85084215594,S004724842030052X
0.022,0.927,0.051,0.9997,2-s2.0-34548534477,S0047248407001054
0.002,0.969,0.029,0.9945,2-s2.0-0032071335,S0047248497902104
0.051,0.861,0.088,0.9891,2-s2.0-0031204348,S0047248497901378
0.05,0.861,0.089,0.9999,2-s2.0-84893741076,S0047248414000086
0.051,0.842,0.107,0.9999,2-s2.0-0001811284,S0047248482800316
0.022,0.919,0.059,0.9992,2-s2.0-84921664806,S0047248414002541
0.029,0.887,0.084,0.9996,2-s2.0-0037224086,S0047248402001653
0.063,0.864,0.073,0.9937,2-s2.0-0023583101,47248487900765
0.018,0.929,0.053,0.9501,2-s2.0-0028862691,S0047248485710421
